Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Genres,Country,Language,Runtime,rate
Opera,1987,18+,90%,0,0,1,0,0,Dario Argento,"Horror,Mystery,Thriller",Italy,Italian,107,High
Operation Amsterdam,1959,,,0,0,1,0,0,Michael McCarthy,"Drama,History,War",United Kingdom,English,104,Intermediate
Operation Dumbo Drop,1995,7+,31%,0,0,0,1,0,Simon Wincer,"Action,Adventure,Comedy,Drama,Family,War",United States,"English,Vietnamese",107,Low
Operation Dunkirk,2017,,,0,0,1,0,0,Nick Lyon,"Action,History,War",United States,"English,German",96,Low
Operation Finale,2018,13+,60%,0,1,1,0,0,Chris Weitz,"Biography,Drama,History,Thriller,War",United States,"English,Spanish,French,German",122,Intermediate
Operation Kid Brother,1967,,,0,0,1,0,0,Alberto De Martino,"Action,Comedy,Thriller",Italy,Italian,104,Low
Operation Odessa,2018,18+,100%,1,0,0,0,0,Tiller Russell,Documentary,,,95,High
Operation Red Sea,2018,18+,80%,1,0,0,0,0,Dante Lam,"Action,Drama,Thriller,War","China,Morocco,Hong Kong","Mandarin,Arabic,English",142,Intermediate
Operation Toussaint: Operation Underground Railroad and the Fight to End Modern Day Slavery,2018,,,0,0,1,0,0,"Nick Nanton,Ramy Romany",Documentary,United States,English,82,High
Operações Especiais,2015,,,1,0,0,0,0,Keoni Waxman,"Action,Thriller",United States,English,98,Intermediate
Opium and the Kung Fu Master,1984,,,1,0,0,0,0,Chia Tang,"Action,Drama",Hong Kong,"Cantonese,Mandarin",85,Intermediate
Orange County,2002,13+,46%,0,0,1,0,0,,"Comedy,Drama,Romance",United States,English,44,Intermediate
Orbiter 9,2017,16+,67%,1,0,0,0,0,Hatem Khraiche,"Drama,Romance,Sci-Fi","Spain,Colombia","Spanish,English",95,Intermediate
Orchestra Rehearsal,1978,18+,88%,0,0,1,0,0,Federico Fellini,"Comedy,Drama,Music","Italy,West Germany","Italian,German",70,High
Orcs!,2011,,,0,0,1,0,0,Andrew Black,"Action,Comedy,Fantasy,Horror",United States,English,78,Low
Ordinary People,2009,,,0,0,1,0,0,Robert Redford,Drama,United States,English,124,Intermediate
Ordinary World,2016,,47%,1,0,0,0,0,Lee Kirk,"Comedy,Drama,Music",United States,English,86,Intermediate
Organize İşler: Sazan Sarmalı,2019,,,1,0,0,0,0,Yilmaz Erdogan,Comedy,Turkey,Turkish,121,Intermediate
Oriented,2015,,,0,0,1,0,0,Jake Witzenfeld,Documentary,"Israel,United Kingdom","Arabic,Hebrew,English",86,Intermediate
Origin Story,2018,,,0,0,1,0,0,Kulap Vilaysack,Documentary,United States,"English,Lao",106,High
Original Gangstas,1996,18+,53%,0,0,1,0,0,"Larry Cohen,Fred Williamson","Action,Crime,Drama,Thriller",United States,English,99,Intermediate
Orion,2015,18+,,0,0,1,0,0,Asiel Norton,"Action,Drama,Fantasy,Sci-Fi,Thriller",United States,English,110,Intermediate
Orphans,1998,,47%,0,0,1,0,0,Peter Mullan,"Comedy,Drama",United Kingdom,English,101,High
Orphans of the Storm,1921,,92%,0,0,1,0,0,D.W. Griffith,"Drama,History,Romance",United States,English,150,High
Orthodox,2014,,50%,0,0,1,0,0,David Leon,"Crime,Drama",United Kingdom,English,98,Low
Oru Visheshapetta BiriyaniKissa,2017,,,1,0,0,0,0,Kiran Narayanan,Drama,India,Malayalam,126,Intermediate
Ostatni ludzie Czarnobyla,2018,,,0,0,1,0,0,Amadeusz Kocan,Documentary,Poland,Ukrainian,52,
Ostatni ludzie Czarnobyla 2,2019,,,0,0,1,0,0,Amadeusz Kocan,Documentary,Poland,"Ukrainian,Polish",86,
OT: Our Town,2002,13+,88%,0,0,1,0,0,Scott Hamilton Kennedy,Documentary,United States,English,76,High
Othello,2001,,,0,0,1,0,0,Tim Blake Nelson,"Drama,Romance,Thriller",United States,English,95,High
Other People,2016,,85%,1,0,0,0,0,Chris Kelly,"Comedy,Drama",United States,English,97,Intermediate
Other Voices,2000,18+,,0,0,1,0,0,Dan McCormack,"Drama,Romance,Thriller",United States,English,104,Intermediate
Otherhood,2019,18+,29%,1,0,0,0,0,Cindy Chupack,Comedy,"United Kingdom,United States",English,100,Intermediate
OtherLife,2017,,,1,0,0,0,0,Ben C. Lucas,"Crime,Mystery,Sci-Fi,Thriller","Australia,United Arab Emirates",English,96,Intermediate
Ouija Seance: The Final Game,2018,,,0,0,1,0,0,Andrea Mugnaini,Horror,Italy,English,81,Low
Our City Dreams,2008,,75%,0,0,1,0,0,Chiara Clemente,Documentary,United States,"English,French,Arabic",85,Intermediate
Our Daily Bread,1934,,85%,0,0,1,0,0,F.W. Murnau,"Drama,Romance",United States,English,77,High
Our Gang Follies of 1936,1935,,,0,0,1,0,0,Gus Meins,"Short,Comedy,Family,Musical",United States,English,18,High
Our Godfather,2019,,,1,0,0,0,0,"Mark Franchetti,Andrew Meier",Documentary,United Kingdom,English,92,Intermediate
Our Love Story,2016,,,0,0,1,0,0,Hyun-ju Lee,"Drama,Romance",South Korea,Korean,99,Intermediate
Our Lovers,2016,,20%,1,0,0,0,0,Miguel Ángel Lamata,"Comedy,Drama,Romance",Spain,Spanish,88,Intermediate
Our Mighty Yaya,2017,,,0,0,1,0,0,Jose Javier Reyes,Comedy,Philippines,"Tagalog,Filipino",98,Intermediate
Our Nixon,2013,,91%,0,0,1,0,0,Penny Lane,"Documentary,Biography,Crime,History",United States,English,84,Intermediate
Our People Will Be Healed,2017,,100%,0,0,1,0,0,Alanis Obomsawin,Documentary,Canada,,97,Low
Our Planet: Behind The Scenes,2019,,,1,0,0,0,0,"Huw Cordey,Sophie Lanfear,Ilaira Mallalieu,Kieran O'Donovan,Hugh Pearson,Gisle Sverdrup",Documentary,United Kingdom,English,63,High
Our Shining Days,2017,,,1,0,0,0,0,Ran Wang,"Drama,Music",China,Chinese,103,Intermediate
Our Sons,1991,,,0,0,1,0,0,John Erman,Drama,United States,English,96,Intermediate
Our Souls at Night,2017,16+,90%,1,0,0,0,0,Ritesh Batra,"Drama,Romance",United States,English,103,Intermediate
Our Time Will Come,2017,13+,94%,0,0,1,0,0,Ann Hui,"Drama,War","China,Hong Kong","Cantonese,Mandarin,Japanese",130,Intermediate
Our Town,1940,,86%,0,0,1,0,0,Sam Wood,"Drama,Romance",United States,English,90,Intermediate
Our Wild Hearts,2013,7+,,0,0,1,0,0,Ricky Schroder,"Family,Western",United States,English,89,Low
Out for Blood,1992,18+,,0,0,1,0,0,Richard Brandes,"Horror,Action,Fantasy,Thriller",United States,English,95,Low
Out in the Open,2013,,,0,0,1,0,0,Benito Zambrano,Thriller,"Spain,Portugal",Spanish,103,High
Out of Line,2001,18+,,0,0,1,0,0,Johanna Demetrakas,"Action,Drama,Thriller",United States,English,96,Low
"Out of Many, One",2018,,,1,0,0,0,0,"John Hoffman,Nanfu Wang","Documentary,Short",United States,English,34,Low
"Out of Mind, Out of Sight",2014,7+,,0,0,1,0,0,John Kastner,Documentary,Canada,English,88,High
Out of Order,2003,18+,,0,0,1,0,0,,"Drama,Romance",United States,English,200,Intermediate
Out of Scale,1951,,,0,0,0,1,0,Jack Hannah,"Animation,Short,Comedy,Family",United States,English,7,High
Out of the Blue,2002,,,0,0,1,0,0,Dennis Hopper,Drama,Canada,English,94,High
Out Of The Clear Blue Sky,2019,,,1,0,0,0,0,Danielle Gardner,Documentary,"United States,United Kingdom",English,107,Intermediate
Out of the Dark,2014,18+,24%,0,1,1,0,0,Lluís Quílez,"Horror,Thriller","United States,United Arab Emirates,Colombia,Spain",English,92,Low
Out of Thin Air,2017,,,1,0,0,0,0,Dylan Howitt,"Documentary,Crime",,English,85,Intermediate
Out of Time,2003,18+,64%,0,0,1,0,0,Carl Franklin,"Crime,Drama,Mystery,Thriller",United States,English,105,Intermediate
Outbreak,1995,18+,59%,1,0,0,0,0,Wolfgang Petersen,"Action,Drama,Thriller",United States,"English,Korean,French",127,Intermediate
Outcall,2014,,,0,0,1,0,0,Federico Castelluccio,,,English,,Low
Outcast,2010,18+,64%,0,0,1,0,0,,"Drama,Horror",United States,English,60,Low
Outfoxed: Rupert Murdoch's War on Journalism,2004,,85%,0,0,1,0,0,Robert Greenwald,Documentary,United States,English,75,High
Outing Riley,2004,,,0,0,1,0,0,Pete Jones,Comedy,United States,English,99,Intermediate
Outlaw King,2018,18+,61%,1,0,0,0,0,David Mackenzie,"Action,Biography,Drama,History,War","United Kingdom,United States","English,French,Scottish Gaelic",121,Intermediate
Outlaws,2018,18+,30%,0,0,1,0,0,Barry Levinson,"Comedy,Crime,Drama,Romance",United States,English,123,Low
Outpost,2008,18+,,0,0,1,0,0,Steve Barker,"Action,Horror,Sci-Fi",United Kingdom,English,90,Intermediate
Outside In,2018,,95%,1,0,0,0,0,Lynn Shelton,Drama,United States,English,109,Intermediate
Overboard,2018,13+,24%,0,1,1,0,0,Garry Marshall,"Comedy,Romance",United States,"English,French,Portuguese",112,Intermediate
Overdose: The Next Financial Crisis,2010,13+,,0,0,1,0,0,,,,,,High
Oversize Cops,2017,,,1,0,1,0,0,"Phuwanit Pholdee,Chanon Yingyong","Action,Comedy",Thailand,Thai,100,Intermediate
Ovum,2015,,,0,0,1,0,0,Luciano Blotta,"Short,Fantasy,Thriller",Argentina,English,17,High
Oxy-Morons,2011,,,0,0,1,0,0,Johnny Hickey,"Action,Thriller",United States,English,111,Intermediate
Oy Vey! My Son Is Gay!,2009,13+,,0,0,1,0,0,Evgeny Afineevsky,Comedy,United States,"English,Yiddish",90,Low
Oye Lucky! Lucky Oye!,2008,13+,,1,0,0,0,0,Dibakar Banerjee,"Comedy,Crime,Drama",India,Hindi,125,High
Ozone,1995,,,0,0,1,0,0,J.R. Bookwalter,Horror,United States,English,83,Low
Ozzy,2016,all,,0,1,0,0,0,"Alberto Rodríguez,Nacho La Casa","Animation,Adventure,Comedy,Family","Spain,Canada","Spanish,English",90,Low
P,2005,,,1,0,0,0,0,Paul Spurrier,"Drama,Horror","United Kingdom,Thailand",Thai,110,Low
P Se PM Tak,2015,7+,,1,0,0,0,0,Kundan Shah,"Comedy,Drama",India,Hindi,123,Low
P.U.N.K.S,1999,7+,,0,0,1,0,0,Sean McNamara,"Comedy,Sci-Fi",United States,English,115,Low
Pa Paandi,2017,,,1,0,1,0,0,Dhanush,"Action,Drama,Family,Musical,Romance",India,Tamil,125,High
Paan Singh Tomar,2012,7+,,1,0,0,0,0,Tigmanshu Dhulia,"Action,Biography,Crime,Sport,Thriller",India,Hindi,135,High
Paathi: The Half,2017,,,1,0,1,0,0,Chandran Narikode,"Drama,Horror",India,Malayalam,91,Intermediate
Pablo,2012,,,0,0,1,0,0,Fernando León de Aranoa,"Biography,Crime,Drama","Spain,Bulgaria","English,Spanish",123,Intermediate
Pac’s Scary Halloween,2016,7+,,1,0,0,0,0,,"Animation,Action,Comedy,Drama,Family,Fantasy,Sci-Fi",United States,English,44,Low
Pachamama,2018,7+,,1,0,0,0,0,Juan Antin,"Animation,Adventure,Family,Fantasy","France,Luxembourg,Canada","English,French",72,Intermediate
Pacific Warriors,2015,,,0,0,1,0,0,James Marquand,"Documentary,Sport",United Kingdom,English,93,High
Pact with the Devil,2003,18+,,0,0,1,0,0,Allan A. Goldstein,"Horror,Thriller","United Kingdom,Canada",English,89,Low
Pacíficum,2017,,,1,0,0,0,0,Mariana Tschudi,Documentary,Peru,Spanish,74,Intermediate
Pad Na Jou Hart,2014,,,0,0,1,0,0,Jaco Smit,"Adventure,Romance",South Africa,Afrikaans,112,Intermediate
Paddle to Seattle: Journey Through the Inside Passage,2009,7+,,0,0,1,0,0,"J.J. Kelley,Josh Thomas","Documentary,Adventure,Comedy","United States,Canada",English,86,High
Paddle to the Ocean,2013,,,0,0,1,0,0,Kelsey Thompson,"Documentary,Music",Canada,English,61,
Paddleton,2019,18+,89%,1,0,0,0,0,Alex Lehmann,"Comedy,Drama",United States,English,89,High
Padi Padi Leche Manasu,2018,,,0,0,1,0,0,Hanumantha Rao Raghavapudi,"Drama,Romance",India,Telugu,158,Intermediate
Padmaavat,2018,,58%,0,0,1,0,0,Sanjay Leela Bhansali,"Drama,History,Romance,War",India,"Hindi,Tamil,Rajasthani",164,High
Padman,2018,13+,100%,1,0,0,0,0,R. Balki,"Comedy,Drama",India,Hindi,140,High
Padosan,1968,all,,0,0,1,0,0,Jyoti Swaroop,"Comedy,Musical,Romance",India,Hindi,157,High
Padre nuestro,2007,18+,79%,0,1,0,0,0,Aisling Walsh,"Drama,History","Ireland,United Kingdom,Denmark,Spain",English,94,Intermediate
Page 3,2005,,,0,0,1,0,0,Madhur Bhandarkar,Drama,India,"Hindi,English",139,High
Paharganj,2019,,,1,0,0,0,0,Rakesh Ranjan Kumar,"Crime,Drama,Mystery",India,Hindi,108,Intermediate
Paheli,2005,13+,57%,1,0,0,0,0,Amol Palekar,"Comedy,Drama,Fantasy,Musical,Romance",India,Hindi,140,Intermediate
Pahuna: The Little Visitors,2017,,,1,0,0,0,0,Paakhi A. Tyrewala,"Drama,Mystery","India,Nepal",Nepali,88,High
Painful Secrets,2000,,,0,0,1,0,0,Norma Bailey,Drama,"Canada,United States",English,94,Intermediate
Paint Your Wagon,1969,13+,27%,0,0,1,0,0,Joshua Logan,"Comedy,Drama,Musical,Romance,Western",United States,English,164,Intermediate
Painted Faces,1988,,,1,0,0,0,0,Alex Law,Drama,Hong Kong,"Cantonese,English",112,High
Painted Horses,2017,,,0,0,1,0,0,Damian X. Fulton,Drama,United States,,91,Intermediate
Paisa Paisa,2013,,,1,0,0,0,0,Joji Raechal Job,Thriller,India,Marathi,120,Low
Pajama Party,1964,,33%,0,0,1,0,0,Don Weis,"Comedy,Musical,Romance,Sci-Fi",United States,English,82,Low
Pakeezah,1972,18+,,0,0,1,0,0,Kamal Amrohi,"Musical,Romance,Drama",India,Urdu,147,High
Pali Road,2016,7+,55%,0,0,1,0,0,Jonathan Lim,"Drama,Fantasy,Mystery,Romance,Thriller","China,United States","Chinese,English",92,High
Palm Trees in the Snow,2015,,86%,1,0,0,0,0,"Fernando González Molina","Drama,Romance",Spain,"Spanish,Kriolu,Aragonese",163,High
Palo Alto,2014,18+,69%,0,0,1,0,0,Gia Coppola,Drama,United States,English,100,Intermediate
Pandemic,2016,13+,44%,0,0,1,0,0,John Suits,"Action,Horror,Sci-Fi,Thriller",United States,English,91,Low
Pandigai,2017,,,1,0,1,0,0,Feroz,"Action,Thriller",India,Tamil,150,Intermediate
Pandora,2016,18+,,1,0,1,0,0,,"Action,Drama,Sci-Fi",United States,English,42,Intermediate
Pandora's Promise,2013,,64%,0,0,1,0,0,Robert Stone,Documentary,United States,English,87,High
Panfilov's 28 Men,2016,13+,,0,0,1,0,0,"Kim Druzhinin,Andrey Shalopa","Action,Drama,History,War",Russia,Russian,121,Intermediate
Panipat,2019,,50%,1,0,0,0,0,Ashutosh Gowariker,"Action,Drama,History,War",India,Hindi,165,Intermediate
Pan's Labyrinth,2006,18+,95%,1,0,0,0,0,Guillermo del Toro,"Drama,Fantasy,War","Mexico,Spain",Spanish,118,High
Pantani: The Accidental Death of a Cyclist,2014,7+,84%,0,0,1,0,0,James Erskine,"Documentary,Biography,Sport",United Kingdom,"English,French,Italian",96,High
Pants on Fire,2014,,,1,0,0,0,0,,"Comedy,Game-Show",United Kingdom,English,30,Low
Panzer Chocolate,2013,18+,,0,0,1,0,0,Robert Figueras,"Horror,Mystery",Spain,English,84,Low
Papa the Great,2000,,,1,0,0,0,0,Bhagyaraj,Family,India,Hindi,143,Low
Paper Covers Rock,2008,,,0,1,0,0,0,Joe Maggio,Drama,United States,English,90,Intermediate
Paper Man,2009,18+,32%,0,0,1,0,0,"Kieran Mulroney,Michele Mulroney","Comedy,Drama",United States,English,110,Intermediate
Paper Mask,1990,18+,,0,0,1,0,0,Christopher Morahan,"Drama,Thriller",United Kingdom,English,105,Intermediate
Paper Tigers,2015,,,0,0,1,0,0,James Redford,"Documentary,Family",United States,English,102,High
Paper Year,2018,,71%,1,0,0,0,0,Rebecca Addelman,"Drama,Romance",Canada,English,89,Low
Papillon,2017,18+,52%,0,0,1,0,0,Michael Noer,"Adventure,Biography,Crime,Drama","Czech Republic,Spain","English,Spanish",133,High
Paradise,2013,13+,22%,0,0,1,0,0,Stuart Gillard,"Adventure,Romance",Canada,English,100,Low
Paradise Lost,2017,,,1,0,1,0,0,,"Drama,Mystery",,,,
Paradise Lost 2: Revelations,2000,,91%,0,0,1,0,0,"Joe Berlinger,Bruce Sinofsky","Documentary,Crime",United States,English,130,High
Paradise Lost 3: Purgatory,2011,,100%,0,0,1,0,0,"Joe Berlinger,Bruce Sinofsky","Documentary,Crime",United States,English,121,High
Paradise Lost: The Child Murders at Robin Hood Hills,1996,,100%,0,0,1,0,0,"Joe Berlinger,Bruce Sinofsky","Documentary,Crime,Drama,Mystery",United States,English,150,High
Paranoid Park,2007,18+,76%,0,1,0,0,0,Gus Van Sant,"Crime,Drama,Mystery","France,United States",English,85,Intermediate
Paranormal Activity 2,2010,18+,59%,0,1,1,0,0,Tod Williams,Horror,United States,"English,Spanish",91,Intermediate
Paranormal Activity 3,2011,18+,67%,0,1,0,0,0,"Henry Joost,Ariel Schulman","Horror,Mystery,Thriller",United States,English,83,Intermediate
Paranormal Ghost Hauntings at the Turn of the Century,2013,,,0,0,1,0,0,William Burke,Documentary,United States,English,60,Low
Paranormal Investigation,2018,,,1,0,0,0,0,Franck Phelizon,"Horror,Thriller","United States,France",French,92,Low
Paranormal Island,2014,,,0,0,1,0,0,Marty Murray,Horror,United States,English,82,Low
Paranormal Rosslyn Chapel,2013,,,0,0,1,0,0,Philip Gardiner,,United States,English,59,
Parasite,2019,18+,99%,0,1,1,0,0,Bong Joon Ho,"Comedy,Drama,Thriller",South Korea,"Korean,English",132,High
Parasomnia,2008,18+,,0,0,1,0,0,William Malone,"Horror,Thriller",United States,English,103,Low
Parchís: The Documentary,2019,,,1,0,0,0,0,Daniel Arasanz,Documentary,Spain,Spanish,106,Intermediate
Pareeth Pandari,2017,,,1,0,0,0,0,Gafoor Y. Elliyaas,Drama,India,Malayalam,112,Intermediate
Pari,2018,13+,45%,1,0,1,0,0,Prosit Roy,"Fantasy,Horror,Mystery",India,Hindi,136,Intermediate
Paris Is Us,2019,,43%,1,0,0,0,0,Elisabeth Vogler,Drama,France,French,83,Low
Paris to Pittsburgh,2018,,,0,0,0,1,0,"Sidney Beaumont,Michael Bonfiglio",Documentary,United States,English,77,Intermediate
Paris Was a Woman,1996,,60%,0,0,1,0,0,Greta Schiller,Documentary,United Kingdom,English,75,High
Park,2006,18+,36%,0,0,1,0,0,Kurt Voelker,"Comedy,Drama",United States,English,86,Intermediate
"Park Avenue: Money, Power & The American Dream",2012,,,0,0,1,0,0,Alex Gibney,Documentary,,,,High
Park Na-rae: Glamour Warning,2019,,,1,0,0,0,0,Kim Joo-Hyung,Comedy,Korea,,62,Low
Park Row,1952,,100%,0,0,1,0,0,Samuel Fuller,"Drama,Thriller",United States,"English,French,German",83,High
Parked,2010,,64%,0,0,1,0,0,Darragh Byrne,Drama,"Ireland,Finland",English,94,Intermediate
Parkland,2013,13+,50%,0,0,1,0,0,Peter Landesman,"Drama,History,Mystery,Thriller",United States,English,93,Intermediate
Parmanu: The Story of Pokhran,2018,,50%,1,0,0,0,0,Abhishek Sharma,"Action,Drama,History",India,Hindi,129,High
Particle Fever,2013,,96%,0,0,1,0,0,Mark Levinson,Documentary,United States,English,99,High
Partisan,2015,,57%,0,0,1,0,0,Ariel Kleiman,"Drama,Thriller","Australia,United States",English,94,Intermediate
Party Girl,1995,18+,78%,0,0,1,0,0,Christina Wayne,"Crime,Drama,Romance","United States,Canada",English,94,Intermediate
Party Monster,2003,18+,29%,0,0,1,0,0,"Fenton Bailey,Randy Barbato","Biography,Crime,Drama,Thriller","United States,Netherlands",English,98,Intermediate
Party Monster: Scratching the Surface,2018,,,1,0,0,0,0,Rhys Thomas,Comedy,,,33,High
Parvaneh,2012,all,,0,0,1,0,0,Talkhon Hamzavi,"Short,Drama",Switzerland,German,25,Intermediate
Paskal: The Movie,2018,,,1,0,0,0,0,Adrian Teh,"Action,Drama",Malaysia,"Malay,English",115,Intermediate
Pass Over,2018,,92%,0,0,1,0,0,"Spike Lee,Danya Taymor",Drama,United States,English,74,Intermediate
Passage to Mars,2016,,29%,0,1,0,0,0,Jean-Christophe Jeauffre,Adventure,United States,"English,French",94,Low
Passing Through,2018,,,0,0,1,0,0,Larry Clark,Drama,United States,English,105,
Passion,2012,18+,34%,0,0,1,0,0,Mel Gibson,Drama,United States,"Aramaic,Latin,Hebrew",127,Low
Passion Fish,1992,18+,100%,0,0,1,0,0,John Sayles,Drama,United States,English,135,High
Passion Play,2011,18+,3%,0,0,1,0,0,Mitch Glazer,"Drama,Fantasy,Romance",United States,English,94,Low
Passport to Paris,1999,all,,0,1,0,0,0,Alan Metter,"Family,Comedy",United States,"French,English",87,Low
Pastor Jones: Samuel and Delia,2008,13+,,0,0,1,0,0,"Kenneth Johnson,Jean-Claude La Marre",Drama,United States,English,80,Low
Pataakha,2018,,50%,0,0,1,0,0,Vishal Bhardwaj,"Action,Comedy,Drama",India,Hindi,134,High
Patch Town,2014,,75%,0,0,1,0,0,Craig Goodwill,"Adventure,Comedy,Fantasy,Sci-Fi",Canada,English,85,Intermediate
Paterson,2016,18+,96%,0,0,1,0,0,Jim Jarmusch,"Comedy,Drama,Romance","France,Germany,United States","English,Italian",118,High
Path to War,2002,16+,,0,0,1,0,0,John Frankenheimer,"Biography,Drama,War",United States,English,165,High
Pathology,2008,18+,45%,0,0,1,0,0,Marc Schölermann,"Crime,Thriller",United States,English,95,Intermediate
Patiala House,2011,,,1,0,0,0,0,Nikkhil Advani,"Drama,Sport",India,"Hindi,Punjabi,English",140,Intermediate
Patient Seven,2016,,,0,0,1,0,0,"Danny Draven,Paul Davis,Ómar Örn Hauksson,Dean Hewison,Joel Morgan,Johannes Persson,Nicholas Peterson,Erlingur Thoroddsen,Rasmus Wassberg",Horror,United States,"Icelandic,Swedish,English",116,Low
Patria,2014,,,1,0,0,0,0,Christopher Menaul,"Drama,Romance,Sci-Fi,Thriller,War","United States,Czech Republic","English,German",106,Intermediate
Patrick,2018,16+,36%,1,0,1,0,0,Mandie Fletcher,"Comedy,Family,Romance",United Kingdom,English,94,Intermediate
Patriot Games,1992,18+,72%,1,0,1,0,0,Phillip Noyce,"Action,Thriller",United States,English,117,Intermediate
Patterns,1956,,80%,0,0,1,0,0,Fielder Cook,Drama,United States,English,83,High
Patton Oswalt: Annihilation,2017,,100%,1,0,0,0,0,Bobcat Goldthwait,"Documentary,Comedy",United States,English,66,High
Patton Oswalt: I Love Everything,2020,,,1,0,0,0,0,Marcus Raboy,Comedy,United States,English,,
Patton Oswalt: Talking for Clapping,2016,18+,,1,0,0,0,0,,"Documentary,Comedy",United States,English,65,Intermediate
Paul Rodriguez: Just for the Record,2012,,,0,0,1,0,0,,,,,,
Paul Williams Still Alive,2011,13+,97%,0,0,1,0,0,Stephen Kessler,"Documentary,Biography,Comedy,Musical","United States,Philippines",English,87,Intermediate
